"int","prevalence","precision","cpe","sta.cpe","fsd","sta.fsd","mip","sta.mip","stability"
"Agr_pct-_Length_m_ctot+_Res_pct+",0.11908498873839,153.194393059216,-0.000717525166519017,0,0.133710249549357,1,0.0012251259187579,1,0
"CircVolt_kV+_ResCust+",0.341222487861082,153.275426382419,-0.000720998861727162,0,0.0253177883411777,1,0.0149416080280966,1,1
"Agr_pct-_polenvt_pctl-",0.0996972248713088,153.405005576265,-0.000726545945365142,0,0.0694538711510746,1,0.0243772538270459,1,0
"popsens_pctl+_Res_pct+_ResCust+",0.119965528564216,153.434595834159,-0.000727811339888973,0,0.0664933855163974,1,0.0214190572671775,1,0
"asian_pct-_Com_pct-_Ind_pct-",0.0376049777605533,153.441312387194,-0.000728098497636775,0,0.0978131660562456,1,0.0115948149721898,1,0
"CircVolt_kV+_popsens_pctl+_Res_pct+",0.0918774317726195,153.443469891204,-0.000728190733645384,0,0.135654775784718,1,-0.00349858247208701,0,0
"Agr_pct-_CircVolt_kV+_Com_pct-_tothh_ctot+",0.0953819718883256,153.521051021516,-0.000731505696164536,0,0.246170407226261,1,-0.0206360656243216,0,0
"black_pct+_ResCust+",0.0404177457480432,153.638974311167,-0.000736538005215337,0,0.00788012920242931,1,0.025267741475389,1,0
"CircVolt_kV+_Oth_pct-",0.220301092114571,153.655933580328,-0.000737261094958974,0,0.0129657243101826,1,0.0174210379103208,1,1
"Length_m_ctot+_ResCust+",0.373084016884471,153.825204427746,-0.000744469503833223,0,0.0191781702945054,1,0.0276287594005389,1,1
"CircVolt_kV+_Res_pct+",0.270328330451805,153.98124470165,-0.000751100403441951,0,0.0264614948622439,1,0.0195359399152988,1,1
"Agr_pct-_Res_pct+_ResCust+_tothh_ctot+",0.109520976555922,154.042952701599,-0.000753718953478977,0,0.0578189276225651,1,-0.00268109032832164,0,0
"CircVolt_kV+_edavgyrs-",0.0911744846905045,154.050313038884,-0.000754031145448142,0,0.0714469872557286,1,0.0199843896708884,1,0
"Length_m_ctot+_Oth_pct-",0.248456534001524,154.212255536727,-0.000760892442662087,0,0.0378298928110616,1,0.0301417739716863,1,1
"Length_m_ctot+_tothh_ctot+",0.426141107884843,154.223831259025,-0.000761382337653216,0,0.0181629665940805,1,0.0302168347236469,1,1
"Oth_pct-_ResCust+_tothh_ctot+",0.231211788416355,154.291329150424,-0.000764237440441962,0,-0.0262738907735085,0,0.0250167352321355,1,1
"Com_pct-_Ind_pct-_tothh_ctot+",0.172716948047492,154.327024800407,-0.000765746322843208,0,0.0833125339158254,1,0.0256621821888015,1,0
"Length_m_ctot+_medhhinc-",0.0894561800231496,154.357542578611,-0.000767035777479386,0,0.105796281841146,1,0.0310834542884759,1,0
"Agr_pct-_edavgyrs-_Res_pct+_ResCust+",0.0272447055945624,154.444954903953,-0.000770726343723549,0,0.16643297149135,1,-0.00971073611931406,0,0
"Res_pct+_ResCust+_tothh_ctot+",0.273564327268773,154.456509916629,-0.000771213885111255,0,-0.0492174969610828,0,0.0260867396892603,1,1
"CircVolt_kV+_Ind_pct-",0.195575836283906,154.510975480076,-0.00077351096897349,0,0.0704764033674918,1,0.0229702650906756,1,1
"Com_pct-_Length_m_ctot+",0.304198094691137,154.662732848699,-0.000779902770607466,0,0.0397624015168752,1,0.0330586668785893,1,1
"CircVolt_kV+_hhdensity_hhsqkm+",0.146896374276472,154.853116802795,-0.000787903693800551,0,0.0154773297405322,1,0.0251821666703833,1,1
"tothh_ctot+_tothh+",0.152039338326948,154.897855323249,-0.000789780975759102,0,-0.00603904986746118,0,0.0524087704489649,1,0
"Com_pct-_ResCust+_tothh_ctot+",0.284337269591761,155.009374867516,-0.000794455737040956,0,-0.0199256026821173,0,0.0296597702962016,1,1
"CircVolt_kV+_Res_pct+_tothh_ctot+",0.227470016637915,155.159802632769,-0.000800750802641303,0,0.102174547649521,1,0.00762476320174699,1,1
"Ind_pct-_Length_m_ctot+",0.212030985120532,155.183313315348,-0.000801733565780172,0,0.055852072931182,1,0.0364189224824933,1,1
"Agr_pct-_Length_m_ctot+_tothh_ctot+",0.167093709021252,155.249178373166,-0.000804485181584935,0,0.10440434432207,1,0.00662643160538323,1,0
"CircVolt_kV+_ResCust+_tothh_ctot+",0.273405084677786,155.282023118195,-0.000805856447108066,0,0.0520694658178711,1,0.0130064921572739,1,1
"Com_pct-_Ind_pct-_ResCust+",0.143603097550648,155.489742989932,-0.000814515274744299,0,0.0326937385463388,1,0.0316779926473094,1,0
"polenvt_pctl-_tothh_ctot+",0.211090107871847,155.504462083893,-0.000815127961424356,0,0.045475878804391,1,0.0379701608318639,1,1
"hhdensity_hhsqkm+_Length_m_ctot+",0.165358611513597,155.597061296055,-0.000818979764171335,0,0.0384579099618743,1,0.0390815631055901,1,1
"Ind_pct-_ResCust+_tothh_ctot+",0.201508328404466,155.615430836404,-0.00081974332603596,0,0.0127803749945301,1,0.0324860014101631,1,0
"CircVolt_kV+_Com_pct-",0.268346461383908,155.684480376419,-0.000822611873303236,0,0.00977073408865903,1,0.0305365299899014,1,1
"polenvt_pctl-_ResCust+",0.180151044181117,155.790529815884,-0.000827012551633421,0,0.0209685119866736,1,0.0398080819032733,1,0
"CircVolt_kV+_Oth_pct-_tothh_ctot+",0.185625988604933,155.810481318951,-0.000827839797076901,0,0.090036225490443,1,0.0139245000244834,1,0
"polenvt_pctl-_Res_pct+",0.138571766861857,155.997263778054,-0.000835574026804453,0,-0.00739758847134486,0,0.0411342017624436,1,1
"inc150kplus_pct-_tothh_ctot+",0.141776558706299,156.030784440088,-0.000836960073822945,0,0.044858719629344,1,0.0451842470205106,1,0
"inc150kplus_pct-_ResCust+",0.12409198978808,156.214701047993,-0.000844554228748517,0,0.0456116689318136,1,0.0463622728862001,1,0
"Length_m_ctot+_Res_pct+_tothh_ctot+",0.2470797093763,156.694526998144,-0.00086428266975247,0,0.089458570467374,1,0.0158932252169679,1,1
"CircVolt_kV+_Com_pct-_tothh_ctot+",0.224223174633045,156.722035777459,-0.00086541004284113,0,0.0784655703240444,1,0.00664236603413748,1,1
"Agr_pct-_CircVolt_kV+_Oth_pct-",0.0873334481925466,156.999861927943,-0.000876773783418994,0,0.110161164802227,1,0.0215290205677583,1,0
"CircVolt_kV+_Length_m_ctot+",0.284479701416013,157.306286305205,-0.000889260559057137,0,0.0839468367843763,1,0.0408999056323101,1,1
"CircVolt_kV+_Res_pct+_ResCust+",0.174424403908545,157.483305062448,-0.000896451848357849,0,-0.0293703610340477,0,0.0224886456985374,1,0
"Length_m_ctot+_Res_pct+_ResCust+",0.197386232525305,157.827707372317,-0.000910396631643273,0,-0.00110794993557084,0,0.0256870567856158,1,0
"Length_m_ctot+_ResCust+_tothh_ctot+",0.292989431863121,157.978616365665,-0.000916487689153422,0,0.0258429463285215,1,0.0240546874980829,1,1
"CircVolt_kV+_Length_m_ctot+_ResCust+",0.202394264181971,158.118736479429,-0.00092213283833531,0,0.125816502709893,1,0.00515147443765063,1,1
"Com_pct-_Length_m_ctot+_tothh_ctot+",0.244732695935462,158.13046444426,-0.000922604878581534,0,0.0705817399992499,1,0.0221735875681386,1,0
"Com_pct-_Length_m_ctot+_ResCust+",0.204972451919654,158.303598585394,-0.000929565211677419,0,0.0272728449652992,1,0.0232678702553617,1,0
"Length_m_ctot+_Oth_pct-_tothh_ctot+",0.202845317927964,158.384492720826,-0.000932812082547585,0,0.0833375609975491,1,0.0266205781862645,1,0
"medyrbuilt+_tothh_ctot+",0.15562156258915,158.590562398332,-0.000941068145976276,0,0.00976402620069372,1,0.0357461762393081,1,0
"CircVolt_kV+_Length_m_ctot+_tothh_ctot+",0.234173990512154,158.811098624683,-0.000949879993424441,0,0.137681199309428,1,0.00952066389214945,1,1
"hhdensity_hhsqkm+_Length_m_ctot+_tothh_ctot+",0.12855586996151,158.926046157583,-0.000954463164169805,0,0.0350368639213192,1,0.0211692502194962,1,0
"CircVolt_kV+_Com_pct-_ResCust+",0.17768163141411,158.981343262741,-0.000956665593557782,0,-0.0202008458962548,0,0.0209554599455171,1,0
"Length_m_ctot+_Oth_pct-_ResCust+",0.163230324814482,159.130710021159,-0.000962607049254327,0,3.81858137639135e-05,1,0.0313960039460328,1,1
"CircVolt_kV+_Length_m_ctot+_ResCust+_tothh_ctot+",0.162918817320052,159.926163413715,-0.000994060780276751,0,0.157182805218578,1,0.00699679310104528,1,0
"Com_pct-_Length_m_ctot+_ResCust+_tothh_ctot+",0.163363050685291,161.544979000275,-0.00105711219306537,0,0.0487041616073889,1,0.0202689123061068,1,1
"CircVolt_kV+_Length_m_ctot+_Oth_pct-",0.133447375168856,161.62042278203,-0.00106001976087811,0,0.134493557726436,1,0.0270557436412604,1,0
"CircVolt_kV+_Com_pct-_Length_m_ctot+",0.163751528271898,161.628717794779,-0.00106033928061944,0,0.138657867528259,1,0.0271070663624036,1,0
"Length_m_ctot+_Res_pct+_ResCust+_tothh_ctot+",0.15852621633286,161.798566199887,-0.00106687453042209,0,0.0279815289268688,1,0.0238924586170075,1,0
"Com_pct-_polenvt_pctl-_ResCust+",0.102840127672242,161.952157179155,-0.00107277240482162,0,0.0673712285558272,1,0.0361686157843799,1,0
"Com_pct-_tothh_pct-_tothh_perkm+",0.159944302930726,168.761418441434,-0.00132342695855114,0,0.159969398812129,1,-0.0565588161994581,0,0
"ResCust+_tothh_pct-_tothh_perkm+",0.181401720006146,169.960774710358,-0.00136548976872963,0,0.061149014964315,1,-0.0690611873229736,0,0
"tothh_ctot+_tothh_pct-_tothh_perkm+",0.206152643948664,171.971360741683,-0.00143468331920982,0,0.0550697862504741,1,-0.0679283928492547,0,0
"Com_pct-_nlxwhite_pct-_tothh_perkm+",0.0735500655308337,173.104172143789,-0.00147295860099961,0,0.0166662394195303,1,-0.0311512441033583,0,0
"hhdensity_hhsqkm+_Length_m+",0.0477737993417775,174.646112600181,-0.00152425727532002,0,-0.0550637100433642,0,0.00601631325811436,1,0
"Length_m+_Oth_pct-",0.0744773691308857,175.799456793456,-0.00156203781309117,0,-0.0188251744783945,0,0.0125984958169232,1,0
"Oth_pct-_tothh_perkm+",0.242030723567777,177.819073200673,-0.00162701132779053,0,0.0223687450123153,1,0.00155775653792389,1,0
"Ind_pct-_tothh_perkm+",0.213888042296311,178.260130221367,-0.00164100424844982,0,0.0753144579667493,1,0.00403505508285029,1,1
"Com_pct-_tothh_perkm+",0.301312818092168,178.581451577713,-0.00165115480779354,0,0.0409743668819751,1,0.00583597436793593,1,1
"Res_pct+_tothh_perkm+",0.297386609306197,178.736439958319,-0.00165603781511092,0,0.0371907999770476,1,0.00670348419040767,1,1
"Oth_pct-_Res_pct+_tothh_perkm+",0.128957102622828,179.078221372096,-0.00166677590069053,0,0.00913902114109089,1,0.00191038297006774,1,0
"Agr_pct-_Com_pct-_Oth_pct-_tothh_ctot+_tothh_perkm+",0.0454807375120552,180.83750756986,-0.00172140515983887,0,0.228404679441992,1,-0.0204949766791325,0,0
"Agr_pct-_Com_pct-_tothh_ctot+_tothh_perkm+",0.0913729329999861,180.862138318111,-0.00172216242766376,0,0.118563674198879,1,-0.0173479184297882,0,0
"popsens_pctl+_tothh_perkm+",0.163419760600782,181.407571470693,-0.00173887882710511,0,0.0104998763895228,1,0.0215374417655747,1,0
"ResCust+_tothh_perkm+",0.365885402770981,182.113270842204,-0.0017603580572576,0,0.0104368008397975,1,0.0254200266183391,1,1
"Oth_pct-_ResCust+_tothh_perkm+",0.15920371598341,182.307493310169,-0.00176624030616246,0,-0.0141973445529553,0,0.00106592436798536,1,0
"Com_pct-_ResCust+_tothh_perkm+",0.200587177204315,182.562931237625,-0.0017739574279183,0,0.0163883009835404,1,0.00246608153064543,1,0
"Ind_pct-_Length_m_ctot+_tothh_perkm+",0.129217527714403,183.204371202995,-0.00179324105884726,0,0.19417483023072,1,-0.00440900887726059,0,0
"latinx_pct-_tothh_perkm+",0.0889250618618595,183.326720039629,-0.00179690386966902,0,0.0493400543538529,1,0.0320610822635388,1,0
"Agr_pct-_tothh_ctot+_tothh_perkm+",0.153120732875296,183.743152294486,-0.00180933412870732,0,0.0278183653650645,1,-0.00171747750906359,0,0
"Length_m_ctot+_tothh_perkm+",0.307266167998835,184.013904209689,-0.00181738565169143,0,0.0763328596442299,1,0.0358024869778717,1,1
"Com_pct-_tothh_ctot+_tothh_perkm+",0.236611566226469,184.027093256638,-0.00181777725601395,0,0.0475770915401832,1,-0.000173355753680049,0,1
"tothh_ctot+_tothh_perkm+",0.414654570198971,184.058998177458,-0.00181872433244534,0,0.00158034263967988,1,0.0360475143499075,1,1
"CircVolt_kV+_Length_m+_ResCust+",0.0547854709292424,184.855983828299,-0.00184227595288089,0,-0.0328585252168345,0,0.0036552155462557,1,0
"Res_pct+_ResCust+_tothh_perkm+",0.188587658809748,184.919275562609,-0.00184413755403523,0,-0.0359653042156132,0,0.0152905207890113,1,0
"Length_m_ctot+_Res_pct+_tothh_perkm+",0.179517387571954,184.935754926075,-0.00184462205226588,0,0.155245700743496,1,0.00499717298504088,1,0
"Res_pct+_tothh_ctot+_tothh_perkm+",0.233679897212106,185.178269729095,-0.00185174206099181,0,0.0444418880609898,1,0.006062632768705,1,1
"Length_m_ctot+_ResCust+_tothh_perkm+",0.21472915737458,186.770835951894,-0.00189803769074626,0,0.100309962480623,1,0.0148710680405282,1,1
"polenvt_pctl-_tothh_perkm+",0.143143341093899,187.031510568321,-0.00190554016989641,0,0.0422633533795587,1,0.0520682742389171,1,0
"CircVolt_kV+_tothh_perkm+",0.279004962204864,187.16194094536,-0.00190928622260134,0,0.0752565953552959,1,0.0527654023249013,1,1
"CircVolt_kV+_ResCust+_tothh_perkm+",0.19522777258015,188.227103472531,-0.00193968360739794,0,0.100507940114824,1,0.00567499452468567,1,0
"ResCust+_tothh_ctot+_tothh_perkm+",0.281601265874953,188.362161001971,-0.0019435132265524,0,-0.00305937976908499,0,0.0231101495488053,1,1
"Length_m_ctot+_tothh_ctot+_tothh_perkm+",0.242511975989765,188.365175849697,-0.00194359865113403,0,0.0880014626383756,1,0.0231261550118038,1,0
"CircVolt_kV+_tothh_ctot+_tothh_perkm+",0.226161314473491,189.374247914889,-0.00197203712012195,0,0.11360743053234,1,0.011750968391194,1,0
"CircVolt_kV+_Length_m_ctot+_tothh_perkm+",0.172836439333166,190.007222620379,-0.00198972154229238,0,0.219188575896409,1,0.015087848771425,1,0
"Com_pct+_tothh_Cpoly+",0.0464690006841435,190.316126439025,-0.00199830905558107,0,-0.0499502483353522,0,-0.0498530068176724,0,0
"Res_pct-_tothh_Cpoly+",0.0424915162843243,190.499358464796,-0.00200338970411407,0,0.0205906524761201,1,-0.0488906927985493,0,0
"tothh_ctot+_tothh_pct+",0.102343764463614,203.837171778282,-0.00234862765944044,0,0.0149445274816129,1,0.0253151247477277,1,1
"Com_pct-_tothh_Cpoly+",0.158327986439872,204.305612537317,-0.00235993145716829,0,0.0305843349369448,1,0.0210774537632306,1,1
"tothh_Cpoly+_tothh_ctot+",0.22163532892613,205.910514118561,-0.00239826793320574,0,0.00825810967404239,1,0.0289021572081776,1,1
"largemulti_pct-_tothh_pct+",0.0213310601622747,207.044866688543,-0.00242500498658194,0,-0.0183136654797176,0,0.0409291442409794,1,0
"Length_m_ctot+_tothh_pct+",0.066779308348484,208.060435200996,-0.00244869431677364,0,-0.0375156208528673,0,0.0458222185239272,1,0
"medyrbuilt+_tothh_pct+",0.0262310066151259,210.26764209712,-0.00249938900646152,0,0.026977682475589,1,0.0563748326003806,1,0
"Length_m_ctot+_tothh_Cpoly+_tothh_ctot+",0.128458272192345,210.727861426636,-0.00250982511406894,0,0.0856447004998264,1,0.0171343585093817,1,0
"CircVolt_kV+_tothh_Cpoly+",0.152364102948793,213.951626789336,-0.00258166673176952,0,0.103390309529598,1,0.067210426709015,1,0
"CircVolt_kV+_ResCust+_tothh_Cpoly+",0.104529204330299,214.954000364333,-0.00260356442463205,0,0.108897709296796,1,0.00467410701312687,1,0
